entity_id,name,primary_asset_class,target_economy,is_tech_for_vertical,reason
argosy-private-equity,Argosy Private Equity,Portfolio Capital,traditional,False,"Lower-middle-market 'advanced manufacturing and business services companies' — physical manufacturing/services, no tech-product core."
atlantic-street-capital,Atlantic Street Capital,Portfolio Capital,traditional,False,"Operationally focused PE in generic 'lower middle market businesses run by entrepreneurs' — control buyout of mature companies, no tech signal."
boyne-capital,Boyne Capital,Portfolio Capital,traditional,False,"Lower-middle-market buyout of 'companies whose founders and families are still deeply involved' — mature real-economy businesses, no tech signal."
copley-equity-partners,Copley Equity Partners,Patient Capital,traditional,False,"Evergreen family office buying 'industry-agnostic' lower-middle-market companies with '$2-$25M in earnings/free-cash flow' — mature cash-flow businesses, no tech signal."
huron-capital,Huron Capital,Portfolio Capital,traditional,False,"Buy-and-build in 'infrastructure services, facility services, residential services' — physical services businesses."
methuselah-fund,Methuselah Fund,Patient Capital,traditional,False,"Longevity 'biotech and medtech' (organ regeneration, senescent cell clearance, cryopreservation) — innovation is biological, not software/data/AI/platform."
northstar-capital,Northstar Capital,SMV,traditional,False,"Unitranche/mezzanine/equity to generic 'lower middle market sponsor-backed businesses' — debt financing of mature companies, no tech signal."
southfield-capital,Southfield Capital,Portfolio Capital,traditional,False,"Partners with 'entrepreneur-built business services companies ... $4-20M EBITDA' — physical/services businesses, no tech-product core."
spell-capital-partners,Spell Capital Partners,Patient Capital,traditional,False,"Family-office control equity + mezzanine in generic 'lower middle market companies' — mature-company buyout, no tech signal."
what-if-ventures,What If Ventures,LMV,mixed,False,"Funds 'mental health, digital health, primary care, defense tech' (Alto/Atai neuroscience) — digital/defense tech mixed with bio/care; both."
white-wolf-capital,White Wolf Capital,Portfolio Capital,traditional,False,Equity+credit 'built exclusively for the lower middle market' with no sector or tech signal — mature-company capital across the stack.
1st-commercial-credit,1st Commercial Credit,SMV,traditional,False,"Factoring/ABL for SMBs in 'staffing, manufacturing, trucking, construction, healthcare, distribution' — finance for physical real-economy SMBs."
acumen-resilient-agriculture-fund,Acumen Resilient Agriculture Fund,Sovereign Capital,traditional,False,"'Agri Impact Fund' investing in African 'agribusinesses' for smallholder-farmer climate resilience — physical agriculture, not agtech software."
agri-frontier,Agri Frontier,Patient Capital,traditional,False,"Agri Growth Fund into 'African agri-SMEs ... women-led agribusinesses' — physical agriculture businesses, no tech-product core."
astanor-ventures,Astanor Ventures,Patient Capital,mixed,False,"Agrifood 'from soil and sea to gut' — biodiversity, soil health, water; spans physical regenerative food system and agtech; genuinely both."
bansk-group,Bansk Group,Portfolio Capital,traditional,False,"Builds 'distinctive consumer brands in beauty, consumer health, food & beverage, household products' (amika, PetIQ, Red's) — physical consumer products."
clear-frontier-ag-management,Clear Frontier Ag Management,Patient Capital,traditional,False,"'Organic farmland investment manager' acquiring '35,000+ acres' of row-crop farmland — direct real-asset (farmland) ownership."
commercial-credit-group,Commercial Credit Group,SMV,traditional,False,"'Heavy equipment finance lender' for 'construction, manufacturing, transportation, waste' — lending against physical equipment assets."
commercial-finance-partners,Commercial Finance Partners,SMV,traditional,False,"Non-bank direct lender to SMBs in 'staffing, manufacturing, medical, transportation, construction' — finance for physical real-economy businesses."
expansion-capital-group,Expansion Capital Group,SMV,traditional,False,"Working-capital funder across 700+ main-street industries 'auto repair, cosmetology, restaurants, retail, landscaping' — physical SMB finance."
gibraltar-business-capital,Gibraltar Business Capital,SMV,traditional,False,"'Asset-Based Lending Partner' for lower-mid-market 'food manufacturing, consumer, services' on AR/inventory/M&E collateral — physical-asset lending."
hatch-blue,Hatch Blue,LMV,mixed,False,"Aquaculture/seafood value chain: 'next-generation Farming Technology Innovations, Blue Carbon, Alternative Seafood' — physical farming plus aquaculture tech; both."
hilton-foundation-program-related-investments,Hilton Foundation Program-Related Investments,Patient Capital,mixed,False,"PRIs (loans/equity) to 'charitable and commercial organizations' in Foundation initiative areas — sector-agnostic mission capital, no tech signal."
mce-social-capital,MCE Social Capital,Patient Capital,traditional,False,"Loan guarantees/debt to 'Financial Service Providers + Small and Growing Businesses' in emerging markets — microfinance/SGB real-economy lending, no tech signal."
mars-investment-accelerator-fund-iaf,MaRS Investment Accelerator Fund (IAF),Sovereign Capital,tech,False,"Backs 'founders building breakthrough technology companies' from day zero through seed — general (horizontal) tech, not a single vertical."
maine-venture-fund,Maine Venture Fund,Sovereign Capital,mixed,False,"Equity into Maine companies across 'food & beverage, technology, manufacturing, healthcare/SaaS' — mix of physical sectors and tech/SaaS; both."
massachusetts-capital-resource-company,Massachusetts Capital Resource Company,Patient Capital,traditional,False,Mezzanine/long-term debt + late-stage venture capital to generic Massachusetts-based businesses for acquisitions/buyouts/recaps; no tech signal.
massachusetts-clean-energy-center-masscec,Massachusetts Clean Energy Center (MassCEC),Sovereign Capital,mixed,False,Funds 'climatetech industry' and 'hard technologies' but climatetech spans physical energy hardware/infrastructure; mix of tech and real assets.
ny-green-bank,NY Green Bank,Sovereign Capital,traditional,False,"Construction/predevelopment/interconnection loans to build out 'clean energy and renewable infrastructure'; finances physical energy assets, not software."
northpoint-commercial-finance,Northpoint Commercial Finance,SMV,traditional,False,"Inventory/floorplan/asset-based financing for marine, RV, housing, powersports, ag, construction dealers; physical-goods channel finance."
ocean-14-capital,Ocean 14 Capital,Patient Capital,traditional,False,"Blue-economy growth equity into aquaculture, alternative protein, fisheries, circular plastics; physical ocean/food businesses, not software."
peakbridge,PeakBridge,Patient Capital,mixed,False,"FoodTech/NutriTech 'scalable, protectable technologies' but food tech mixes software and physical products/ingredients; not clearly software-only."
penny-jar-capital,Penny Jar Capital,LMV,tech,False,Seed founders 'using AI to reimagine how the real world works'; explicit AI/software focus.
piedmont-business-capital,Piedmont Business Capital,Patient Capital,traditional,False,CDFI/CDC making SBA 504 loans for owner-occupied commercial real estate and small business owners; physical real-economy lending.
reinvestment-fund,Reinvestment Fund,Patient Capital,traditional,False,"CDFI financing childhood education, housing, food systems, K-12, commercial real estate; community/physical-asset lending, no tech."
revere-capital,Revere Capital,SMV,traditional,False,Private credit to non-bank lenders and lower-middle-market commercial real estate bridge loans; specialty finance against physical assets.
slr-capital-partners,SLR Capital Partners,SMV,traditional,False,"Direct lending to U.S. middle-market: manufacturing, healthcare, equipment leases, ABL; asset-based/physical-economy credit."
sallyport-commercial-finance,Sallyport Commercial Finance,SMV,traditional,False,"Factoring/ABL for manufacturing, oil & gas, apparel, food & beverage, staffing, wholesale; receivables finance for physical businesses."
sandbridge-capital,Sandbridge Capital,Patient Capital,traditional,False,"Consumer growth equity into luxury, beauty, health & wellness branded consumer companies; physical consumer brands."
social-finance,Social Finance,Patient Capital,traditional,False,"Outcomes-based financing for workforce, education, health, housing projects; social/public-sector capital, no tech companies."
tedco-maryland-technology-development-corporation,TEDCO (Maryland Technology Development Corporation),Sovereign Capital,tech,False,Funds 'early-stage technology and life sciences companies in Maryland'; explicit technology-company mandate.
the-veteran-fund,The Veteran Fund,LMV,tech,False,Seed equity into 'high-growth critical technology startups' with 100X potential; explicit tech-startup focus.
the-yield-lab,The Yield Lab,LMV,mixed,False,Early-stage agrifoodtech; agrifood mixes software/platforms with physical bioscience and food production; not clearly software-only.
thirty-five-ventures-35v,Thirty Five Ventures (35V),Patient Capital,mixed,False,"Startups in fintech/AI/health plus equity in physical sports teams and leagues (Major League Pickleball, PSG); genuinely both."
total-impact-capital,Total Impact Capital,Patient Capital,traditional,False,"Impact vehicles for basic human needs—health services, water/sanitation, sustainable agriculture via NGOs/social enterprises; not tech."
unovis-asset-management,Unovis Asset Management,Patient Capital,traditional,False,"Invests across alternative-protein value chain—plant-based, cellular ag, novel proteins; physical food-production companies."
veg-capital,Veg Capital,Patient Capital,traditional,False,"Early-stage capital into plant-based/cultivated meat, dairy, egg, seafood replacement companies; physical food-product makers."
white-oak-global-advisors,White Oak Global Advisors,SMV,traditional,False,"Specialty finance/ABL, factoring, equipment leasing, C-PACE, trade finance to SMEs across industrials, transport, energy, real estate."
whitehorse-finance,WhiteHorse Finance,SMV,traditional,False,"BDC making senior secured loans to lower-middle-market companies ($50M-$350M EV); generalist private-credit lending, no tech signal."
wisconsin-investment-fund,Wisconsin Investment Fund,Sovereign Capital,mixed,False,"Fund-of-funds LP commitments to seed/early-stage Wisconsin VC managers; underlying targets generic startups, no explicit tech focus."
ecapital,eCapital,SMV,traditional,False,"Factoring/ABL/supply-chain/freight finance to SMBs across 80+ industries (healthcare, staffing, transportation); physical-business lending."
a-p-moller-holding,A.P. Moller Holding,Patient Capital,traditional,False,"Holdco owning Maersk, Danske Bank, Unilabs, offshore/energy/shipping/packaging; principal equity in physical operating businesses."
ananda-impact-ventures,Ananda Impact Ventures,Patient Capital,mixed,False,"Frontier impact tech spanning decarbonisation, energy, FemTech, NatureTech, biosecurity, blue economy; mixes software and physical/bio tech."
axon-partners-group,Axon Partners Group,LMV,tech,False,Growth/ClimaTech and funds-of-VC-funds 'empowering opportunities in technology and innovation'; explicit technology-company focus.
borski-fund,Borski Fund,LMV,mixed,False,"Venture capital for women-led/diverse teams to reduce gender gap; no stated sector/tech focus, too thin to call tech."
camber-creek,Camber Creek,LMV,mixed,True,Funds proptech/CRE-finance software (tech-for-vertical) AND directly buys cash-flowing real estate; explicitly both per self-description.
change-ventures,Change Ventures,LMV,mixed,False,"Pre-seed/seed backing 'ambitious Baltic founders' with global-scale teams; no explicit sector/tech signal in text, too thin to call tech."
coparion,Coparion,Sovereign Capital,tech,False,VC co-investments into 'young German technology companies' across all tech industries; explicit technology mandate.
educapital,Educapital,LMV,tech,True,"Europe's largest Edtech & Future-of-Work VC; funds software/platforms (K12, higher ed, skills, talent) serving the education vertical."
first-momentum-ventures,First Momentum Ventures,LMV,mixed,False,"Pre-seed deep tech: software infra & AI/ML but also climate/energy, manufacturing/robotics, aerospace hardware; mixes software and physical."
foreground-capital,Foreground Capital,LMV,mixed,False,"Women's health across life sciences, digital health, services; digital health is tech but life sciences/services span physical/clinical."
indico-capital-partners,Indico Capital Partners,LMV,mixed,False,Iberian 'tech companies' plus ocean-related SMEs/startups for marine ecosystems; tech focus diluted by physical blue-economy SMEs.
innogest-capital,Innogest Capital,LMV,mixed,False,"Invests in 'Technology and Healthcare companies'; healthcare may include physical/clinical, text too thin to isolate software-only."
inveready,Inveready,Patient Capital,mixed,False,"Spanish financial-services firm with six alternative strategies and wealth management across small/mid-market; generalist, no tech focus."
iron-wolf-capital,Iron Wolf Capital,LMV,mixed,False,"Deep tech/AI/defence: AI/robotics/photonics software but also pharma, agritech, hardware; mixes software and physical/bio tech."
kirkbi,KIRKBI,Patient Capital,traditional,False,Holding company of the LEGO Group and family operating businesses; principal equity in physical toy/operating companies.
learn-capital,Learn Capital,LMV,tech,True,"Edtech specialty VC; backs learning platforms, curriculum, AI for work (Coursera, Udemy, Andela) — software serving the education vertical."
luxempart,Luxempart,Portfolio Capital,mixed,False,Generalist listed investment company in 'private and listed companies' across Benelux/France/Germany; no tech-sector signal.
mustard-seed-maze,Mustard Seed MAZE,Patient Capital,mixed,False,"Impact VC across mental health, workforce inclusion, climate tech, circular economy, social housing — mix of tech and physical/social themes."
oneragtime,OneRagtime,LMV,tech,False,"Funds 'AI-augmented platforms, deeptech and AI, creator economy, marketplaces, fintech' — horizontal software/AI startups."
p101-ventures,P101 Ventures,LMV,mixed,False,'Italian VC ecosystem'; backs 'people committed to changing the world' — no explicit software/digital sector word in text.
pitchdrive,Pitchdrive,LMV,tech,False,"Backs 'B2B tech, e-commerce and software-driven hardware'; horizontal early-stage software startups."
plexo-capital,Plexo Capital,LMV,mixed,False,"Fund-of-funds + direct into 'category-defining companies... building the future'; generic VC platitudes, no tech-sector word."
practica-capital,Practica Capital,LMV,tech,True,"Baltic VC; portfolio 'BioTech, MedTech, SaaS, AI, Marketplace/Ecommerce, FinTech/AgTech' — includes named vertical-tech (fintech/medtech/agtech)."
reach-capital,Reach Capital,LMV,tech,True,"Edtech VC across 'learning, health, and work' (Replit, Stepful) — software serving education/health verticals."
ring-capital,Ring Capital,Patient Capital,mixed,False,"Impact firm: 'low-carbon economy, inclusive services, sustainable agriculture'; mix of tech and physical/infrastructure themes."
senovo,Senovo,LMV,tech,False,"'B2B software/SaaS, AI-first products in cybersecurity, industrial tech, open source, infrastructure' — horizontal B2B SaaS, no vertical focus."
shorooq-partners,Shorooq Partners,LMV,tech,False,"MENA VC in 'Fintech, Software, Frontier Tech, Platform'; software-dominant though fintech present, mixed horizontal/vertical, default false."
spicehaus-partners,Spicehaus Partners,LMV,tech,True,"Swiss B2B software VC: 'fintech, proptech, big data, robotics, cybersecurity' — names fintech/proptech vertical-tech."
wamda-capital,Wamda Capital,Patient Capital,mixed,False,Evergreen MENA fund backing 'transformational businesses'; no explicit software/digital sector word in text.
advent-partners,Advent Partners,Patient Capital,mixed,False,'Growth-focused private equity in Australia' backing 'market-leading Australian companies to scale'; no tech-sector signal.
cox-family-holdings,Cox Family Holdings,Patient Capital,traditional,False,"Operating companies in 'agricultural, turf and ornamental, and industrial vegetation markets, plus real assets' — physical real-economy businesses."
creadev,Creadev,Patient Capital,mixed,False,"Family office into high-potential PMEs in 'santé (health), alimentation (food), and climat (climate)' — mostly physical SMEs, no software signal."
gresham-capital-partners,Gresham Capital Partners,Patient Capital,mixed,False,"Growth capital to 'leading growth companies' in Australia; generic growth PE, no tech-sector signal."
jab-holding-company,JAB Holding Company,Patient Capital,traditional,False,"Long-hold ownership of consumer brands and life insurance (Keurig Dr Pepper, JDE Peet's, NVA) — physical consumer/insurance businesses."
metrics-credit-partners,Metrics Credit Partners,SMV,traditional,False,"Non-bank private credit to 'corporate borrowers, real estate'; lends to general corporates and property, no tech focus."
ngai-tahu-holdings,Ngai Tahu Holdings,Patient Capital,traditional,False,"Iwi-owned subsidiaries in 'primary industries, property, tourism' (Farming, Seafood, Property, Tourism) — physical real-economy assets."
oceania-capital-partners,Oceania Capital Partners,Portfolio Capital,mixed,False,"Permanent-capital PE in 'consumer brands, industrial services, data, sports media' — mostly physical businesses plus data."
psp-partners,PSP Partners,Patient Capital,mixed,False,Buyouts of 'advanced-industrials and business/tech-services'; also 'high-growth B2B software' plus 'multifamily and industrial real estate' — genuinely both.
patricia-industries,Patricia Industries,Patient Capital,traditional,False,"Long-hold ownership of operating companies (Mölnlycke, Permobil, Piab, BraunAbility) — physical medical-device/industrial manufacturers."
pritzker-private-capital,Pritzker Private Capital,Patient Capital,traditional,False,Buyouts of middle-market family companies in 'manufactured products and services' — physical real-economy businesses.
reuben-brothers,Reuben Brothers,Patient Capital,traditional,False,"Direct ownership of 'luxury hotels, racecourses, Newcastle United FC, real estate, shipping, aviation' — physical/real-asset businesses."
skion,SKion,Patient Capital,mixed,False,"Mittelstand stakes in 'industrial goods, specialty chemicals, electrical engineering, optics, renewables, IT, medtech, water technology' — industrial plus IT/medtech."
tanarra-capital,Tanarra Capital,Patient Capital,mixed,False,"'Sector-agnostic alternative asset strategies' across Asia Pacific with a VC sleeve (Tin Alley Ventures); diversified, not tech-specific."
tattarang,Tattarang,Patient Capital,mixed,False,"Family office across 'Agri-Food, Energy, Health, Technology, Consumer, Property, Resources' (R.M.Williams, wind farm) — mostly physical plus a tech sleeve."
the-olayan-group,The Olayan Group,Patient Capital,traditional,False,"Operating companies in 'F&B, Restaurants, Health & Personal Care, Energy Services' plus real estate and fixed income — physical/financial assets."
third-sphere,Third Sphere,LMV,mixed,False,"Climate/systems-change: 'clean energy, sustainable cities, clean water, transportation' — mix of tech and physical infrastructure themes."
tsao-family-office,Tsao Family Office,Patient Capital,mixed,False,"Diversified allocator across 'equities, private equity, credit, real estate' with impact themes; multi-asset, not tech-specific."
wireframe-ventures,Wireframe Ventures,LMV,tech,False,"Seed VC in 'climate, biology/biotech, AI/automation, healthcare, EV' (Mammoth Bio, SPAN, Electriphi) — technology to build a better world."
catalyst-romania,Catalyst Romania,LMV,tech,False,"Backs 'tech & tech-enabled services' — enterprise IT, vertical apps, e-commerce, marketplaces, platforms; software-centric growth investor."
cintrifuse-capital,Cintrifuse Capital,LMV,tech,False,"Backs 'high-growth Cincinnati startups' plus national VC funds; portfolio is concretely software (Narratize, Pay Theory, Soundtrace)."
fidelis-ventures,Fidelis Ventures,Patient Capital,mixed,False,"Faith-aligned: 'real estate development + venture capital funds' backing non-profits, startups, educational institutions — mix of real estate and VC."
lbbw-venture-capital,LBBW Venture Capital,Sovereign Capital,tech,True,"Backs 'disruptive IT and life science' — enterprise software, IoT, AI/ML, MedTech, Healthcare IT, fintech; names medtech/fintech verticals."
numus-financial,Numus Financial,LMV,mixed,False,"Names 'clean tech, SaaS, biotech/healthcare' but also 'roll-ups of fragmented industries' — a traditional signal alongside tech, genuinely both."
one-way-ventures,One Way Ventures,LMV,tech,False,"Seed VC backing immigrant founders of 'high-impact global companies' (Tive, Buddy.ai, Chipper Cash) — software/marketplace startups."
presto-ventures,Presto Ventures,LMV,tech,False,"Deeptech/defense VC in 'security, defense, aerospace, dual-use' where 'software alone cannot solve' — frontier-tech startups, horizontal."
tecpier,TecPier,LMV,tech,True,"Funds 'early-stage B2B tech startups in maritime, logistics, and supply chain' (named SaaS firms) — software serving traditional verticals."
blue-owl-capital,Blue Owl Capital,SMV,mixed,False,"Text is only 'mega-pe-scope-review' placeholder; no description of what it funds, so cannot determine economy."
keensight-capital,Keensight Capital,SMV,mixed,False,Text is only 'mega-pe-scope-review' placeholder; no self-description of funded companies — too thin to judge tech.
anamcara-capital,Anamcara Capital,LMV,tech,False,Solo-GP micro VC investing in 'B2B software/AI' — clearly funds software/AI startups.
cambrian-ventures,Cambrian Ventures,LMV,tech,True,"'Fintech-focused pre-seed/seed' — funds fintech software, tech serving a traditional financial sector."
capitala-group,Capitala Group,SMV,mixed,False,"'Lower middle market private credit and equity firm' — LMM with no tech signal; never classified tech, economy unclear."
enza-capital,Enza Capital,LMV,mixed,False,Pan-Africa micro VC (pre-seed to Series B) with no software/sector signal in text — too thin to assume tech.
landscape-workshop,Landscape Workshop,Portfolio Capital,traditional,False,"'Commercial landscaping acquisition platform' — buys/operates physical landscaping businesses, real-economy services."
mission-pet-health,Mission Pet Health,Portfolio Capital,traditional,False,"'Veterinary practice roll-up platform' — acquires physical vet practices, a real-economy services roll-up."
sellerx,SellerX,Portfolio Capital,traditional,False,"'Amazon FBA brand aggregator / house of brands' — buys physical consumer-goods brands, not software companies."
